3381,1490
3382,1491
3383,1492
3384,1493
3385,1494
3386,1495
3387,1496
3388,1497
3389,1498
3390,1499
3391,1500
340,1501
3401,1502
3402,1503
3403,1504
3404,1505
3405,1506
3406,1507
3407,1508
3408,1509
3409,1510
341,1511
3410,1512
3411,1513
3412,1514
3413,1515
3414,1516
3415,1517
3416,1518
3418,1519
3419,1520
3420,1521
3421,1522
3422,1523
3423,1524
3424,1525
3425,1526
3426,1527
3427,1528
3428,1529
3429,1530
3430,1531
3431,1532
3432,1533
3433,1534
3438,1535
3439,1536
344,1537
3440,1538
3442,1539
3443,1540
3444,1541
3445,1542
3446,1543
3447,1544
3448,1545
3449,1546
345,1547
3450,1548
3451,1549
3453,1550
3454,1551
3455,1552
3456,1553
3457,1554
3458,1555
3459,1556
3460,1557
3461,1558
3462,1559
3463,1560
3464,1561
3465,1562
3466,1563
3467,1564
3468,1565
3469,1566
347,1567
3470,1568
3471,1569
3472,1570
3473,1571
3474,1572
3475,1573
3476,1574
3477,1575
3478,1576
3479,1577
3480,1578
3481,1579
3482,1580
3483,1581
3484,1582
3485,1583
3486,1584
3487,1585
3488,1586
3489,1587
3490,1588
3491,1589
3492,1590
3493,1591
3494,1592
3495,1593
3496,1594
3497,1595
3498,1596
3499,1597
350,1598
350,1599
3500,1600
3501,1601
3502,1602
3503,1603
3504,1604
3505,1605
3506,1606
3507,1607
3508,1608
3510,1609
3511,1610
3512,1611
3513,1612
3514,1613
3515,1614
3517,1615
3518,1616
3519,1617
3520,1618
3521,1619
3529,1620
3530,1621
3531,1622
3532,1623
3535,1624
3536,1625
3537,1626
3538,1627
3540,1628
3541,1629
3542,1630
3543,1631
3544,1632
3545,1633
3548,1634
3549,1635
355,1636
3550,1637
3551,1638
3552,1639
3554,1640
3555,1641
3557,1642
3558,1643
3559,1644
3560,1645
3561,1646
3562,1647
3563,1648
3564,1649
3565,1650
3566,1651
3567,1652
3571,1653
3578,1654
3579,1655
3581,1656
3582,1657
3584,1658
3585,1659
3586,1660
3587,1661
3588,1662
3589,1663
3590,1664
3591,1665
3601,1666
3602,1667
3603,1668
3604,1669
3605,1670
3605,1671
3606,1672
3607,1673
3608,1674
3609,1675
361,1676
361,1677
3610,1678
3611,1679
3612,1680
3613,1681
3614,1682
3615,1683
3616,1684
3617,1685
3618,1686
3619,1687
3620,1688
3621,1689
3622,1690
3623,1691
3625,1692
3626,1693
3627,1694
3628,1695
3629,1696
3630,1697
3631,1698
3633,1699
3634,1700
3635,1701
3636,1702
3637,1703
3638,1704
3639,1705
3641,1706
3643,1707
3644,1708
3645,1709
3646,1710
3647,1711
365,1712
3650,1713
3651,1714
3652,1715
3654,1716
3655,1717
3656,1718
3657,1719
3659,1720
366,1721
3660,1722
3662,1723
3663,1724
3664,1725
3665,1726
3666,1727
3667,1728
3668,1729
3669,1730
3670,1731
3671,1732
3672,1733
3673,1734
3674,1735
3675,1736
3676,1737
3678,1738
3679,1739
3680,1740
3681,1741
3682,1742
3683,1743
3696,1744
3697,1745
3698,1746
3699,1747
3700,1748
3701,1749
3703,1750
3704,1751
3706,1752
3707,1753
3708,1754
3709,1755
3710,1756
3711,1757
3712,1758
3713,1759
3714,1760
3715,1761
3716,1762
3717,1763
3718,1764
3719,1765
372,1766
3721,1767
3722,1768
3723,1769
3724,1770
3725,1771
3726,1772
3727,1773
3729,1774
3730,1775
3731,1776
3732,1777
3733,1778
3734,1779
3735,1780
3736,1781
3737,1782
3738,1783
3739,1784
374,1785
3740,1786
3741,1787
3742,1788
3743,1789
3744,1790
3745,1791
3746,1792
3747,1793
3748,1794
375,1795
3750,1796
3751,1797
3752,1798
3753,1799
3754,1800
3755,1801
3756,1802
3758,1803
3759,1804
376,1805
3760,1806
3761,1807
3762,1808
377,1809
3781,1810
3782,1811
3784,1812
3786,1813
3787,1814
3788,1815
3789,1816
379,1817
3791,1818
3792,1819
3793,1820
3794,1821
3795,1822
3796,1823
3797,1824
3798,1825
3800,1826
3801,1827
3803,1828
3804,1829
3805,1830
3806,1831
3807,1832
3808,1833
3809,1834
381,1835
383,1836
385,1837
3888,1838
3900,1839
3901,1840
3911,1841
3913,1842
3914,1843
3915,1844
3916,1845
3917,1846
3918,1847
3922,1848
3923,1849
3924,1850
3925,1851
3926,1852
3928,1853
3929,1854
3945,1855
3946,1856
3947,1857
3948,1858
3952,1859
3953,1860
3961,1861
3962,1862
3974,1863
3978,1864
3983,1865
40,1866
4002,1867
4005,1868
4006,1869
4007,1870
4010,1871
4011,1872
4012,1873
4013,1874
4014,1875
4015,1876
4016,1877
4017,1878
4018,1879
4019,1880
4020,1881
4021,1882
4022,1883
4023,1884
4024,1885
4025,1886
4026,1887
4027,1888
4028,1889
4029,1890
4030,1891
4031,1892
4032,1893
4039,1894
4040,1895
4042,1896
4043,1897
4044,1898
4045,1899
4047,1900
4048,1901
4049,1902
4051,1903
4052,1904
4053,1905
4056,1906
4057,1907
4058,1908
4059,1909
4060,1910
4061,1911
4062,1912
4063,1913
4064,1914
4065,1915
4066,1916
4067,1917
4068,1918
4069,1919
4070,1920
4071,1921
4072,1922
4073,1923
4074,1924
4075,1925
4076,1926
4077,1927
4078,1928
4079,1929
4080,1930
4082,1931
4083,1932
4084,1933
4085,1934
4087,1935
4088,1936
4089,1937
4090,1938
4093,1939
4094,1940
4095,1941
4096,1942
4097,1943
4098,1944
4099,1945
041,1946
4100,1947
4101,1948
4103,1949
4104,1950
4105,1951
4106,1952
4107,1953
